timestamp,turbine_id,wind_speed,rotor_speed,generator_speed,power_output,generator_temperature,gearbox_temperature,bearing_temperature,oil_temperature,oil_pressure,vibration,ambient_temperature,nacelle_temperature,hydraulic_pressure,brake_temperature,operational_status,failure_event,maintenance_event,degradation_level,failure_mode,episode_id,hours_to_failure
2024-01-01 00:00:00,T01,11.003154361703421,14.02994234260969,1357.4777237552062,1149.7128277956074,60.35971091588227,48.34886086808429,36.099544311986655,30.062598614520518,5.776574000540669,3.338439765309783,1.3066599426570253,14.979919143529893,183.97752223980828,9.411127341008374,normal,0,0,0.0,,-1,
2024-01-01 01:00:00,T01,10.393453593058544,13.218327703470093,1282.8508753868555,935.7819327398088,59.12702181690522,48.196515970475964,35.74207701267785,29.353577473852862,5.854084505795222,3.4794945918071702,0.5105519437650854,13.92936432697053,183.22556297636464,9.15605090955413,normal,0,0,0.0,,-1,
2024-01-01 02:00:00,T01,10.542548884591953,13.477569848357074,1305.8356133092047,963.7118852822916,59.15506724199207,47.79904484356774,35.78516862505378,29.5944508584317,5.891206812078131,3.250304132038285,0.1929358122174032,14.88463633162837,184.01472342741917,8.87863617218853,normal,0,0,0.0,,-1,
2024-01-01 03:00:00,T01,9.926314140617183,13.29948921706963,1301.1841429483911,733.9330534509438,56.546396771723394,46.71739928061099,34.57294806206373,29.397469642280566,5.821019929033573,3.324794050011741,-0.31749635496853673,14.122244086426942,180.662160279955,8.449073705619263,normal,0,0,0.0,,-1,
2024-01-01 04:00:00,T01,9.492627282349497,12.639111504099459,1236.0198908062832,650.3805657947969,55.145374829758204,45.21154363244187,33.90907757545781,28.41510611539091,5.885962726437039,2.7191254330387373,-0.7097913182895942,12.912853151491133,187.17733432725163,8.122038252726732,normal,0,0,0.0,,-1,
2024-01-01 05:00:00,T01,9.303295039463926,12.780286454559102,1237.9018527938008,567.1172863167938,53.50263826211249,43.97460715956942,33.16425598775503,28.607209503021977,5.8015211437465375,3.1019482743913263,-1.6617643416256747,12.55136202500796,186.98429827236626,7.495749196950242,normal,0,0,0.0,,-1,
2024-01-01 06:00:00,T01,8.615350575090522,11.915784410332904,1159.0089727669924,381.8807683815793,50.87611103161948,42.02714770184583,32.289379264770716,27.11023085580858,5.822158345791282,3.3390432112341655,-2.649424251432431,10.867502641694648,185.67787023082076,6.606508766333523,normal,0,0,0.0,,-1,
2024-01-01 07:00:00,T01,8.188542396599031,11.717689893139502,1137.5741023790827,316.8928552644546,47.92373853011411,40.530239987159824,30.99563768789043,26.036181352837062,5.680459669614556,3.1104028615309263,-3.3609882174773436,9.76814522460595,182.05338620605463,5.743441378097209,normal,0,0,0.0,,-1,
2024-01-01 08:00:00,T01,7.562256372622104,11.026359888938776,1068.1896925278509,264.97420648721305,45.2645947830105,38.99255968919466,30.176625157070276,25.30571293960112,5.705690622435427,2.655708247157134,-4.240694738255319,9.470261733426886,191.79301272755984,4.865031825574249,normal,0,0,0.0,,-1,
2024-01-01 09:00:00,T01,7.663997230729309,11.415641858450194,1105.1358709720619,230.65675092936092,43.03180360598596,37.66084243707382,28.31292060824646,23.904285158502432,5.722534899486865,2.9087764391553144,-3.301149839168795,8.516053987081241,184.76641172648303,4.307100580140254,normal,0,0,0.0,,-1,
2024-01-01 10:00:00,T01,7.283470629432636,10.971682525861986,1057.5463312146994,182.3679962231958,41.55562324162864,36.99174989939092,27.21157098935631,23.50877287482558,5.760874083922117,2.980267513098568,-2.503256549460509,7.6796632366304225,188.81222078135312,4.049989981483433,normal,0,0,0.0,,-1,
2024-01-01 11:00:00,T01,9.270108188051692,12.534971986414215,1219.2925691165476,550.0195365400417,40.806289941925534,36.25763157156408,27.381246200627093,23.191469022252843,5.691431172784488,3.3597481940218175,-1.692300723633058,8.499141542298208,188.3091507070843,4.242302833145641,normal,0,0,0.0,,-1,
2024-01-01 12:00:00,T01,9.45621117546753,12.753580174261486,1246.35144003277,610.861926027957,41.57067918199974,35.292462643239816,27.355014689058457,22.771175882990864,5.7806145952269725,3.1481692967599515,-1.714053969946812,8.74564930584638,182.76452822832576,4.420710018598802,normal,0,0,0.0,,-1,
2024-01-01 13:00:00,T01,8.301144347240413,11.93056613013931,1152.953076677108,325.3517567084809,39.77701486248244,35.20132947744601,26.361784051741804,21.742465986449236,5.683629565912438,2.9692562862301655,-1.924814018414053,8.137006255779545,186.46645872478788,4.314272627868281,normal,0,0,0.0,,-1,
2024-01-01 14:00:00,T01,9.03991465830976,12.502443297571068,1209.194365722736,518.2690107412188,40.27664752819922,34.7726036466308,26.132813300976764,21.795582394059924,5.6847844454075265,3.1811158130050288,-1.5535224066295854,7.999438530589285,185.79887397842978,4.4684771941024,normal,0,0,0.0,,-1,
2024-01-01 15:00:00,T01,9.78780489381555,12.85301377182237,1236.561522563712,730.4409900362014,40.80833127493199,34.5667945172544,26.19258931731197,22.467594613422477,5.697474410053252,3.3918198802904627,-0.4324366137186815,8.881375148157517,186.23891947672655,4.963308136651205,normal,0,0,0.0,,-1,
2024-01-01 16:00:00,T01,10.088886533310381,13.081290307275017,1278.242108106669,854.201437104195,42.132939848585465,35.81603015316238,26.758295082462887,22.130394609978072,5.761601833602647,3.1323365132316328,1.322776322767093,9.21469391385816,180.54064263229998,5.758242898596471,normal,0,0,0.0,,-1,
2024-01-01 17:00:00,T01,10.542197105729803,13.363666029498404,1295.8991969909328,973.3456954189435,44.249264072298146,36.21535300314423,27.400132135388194,23.039941211123992,5.772375088056705,3.732000883140948,2.901092448449156,10.779598217813518,182.35456321122558,6.776856071740903,normal,0,0,0.0,,-1,
2024-01-01 18:00:00,T01,11.057363923319857,14.110904869150966,1368.8253012694804,1190.2431664397166,47.92488388181675,38.51301201887499,28.238401051028553,23.527451287306246,5.9056176181180895,3.6108406599712204,4.473291821000536,11.336198458336598,182.98584329674568,8.052103942885806,normal,0,0,0.0,,-1,
2024-01-01 19:00:00,T01,11.456944930061113,14.521551817626818,1407.5929320675034,1363.9370416199813,50.62481424310112,40.0414558513257,30.11802560430486,24.94511702937714,5.843943564213367,3.169765154858145,4.262665060752329,13.29544304128771,184.23988383332602,9.246997079936891,normal,0,0,0.0,,-1,
2024-01-01 20:00:00,T01,12.827445801188173,14.924503002936238,1453.9607646564682,1969.5837518765836,55.77759997746211,42.87437249365977,31.756870318677844,25.786766778319226,6.070154990309218,3.378407129855693,4.331097961254089,15.276621836025976,182.47382976211819,10.610736054796861,normal,0,0,0.0,,-1,
2024-01-01 21:00:00,T01,12.583172560399987,15.104768165281152,1469.2397699714968,1931.44686734431,59.115582348987644,45.583850139180505,33.89364992170371,27.163839543705382,5.973168786687709,3.870247064470709,5.060369695878085,15.873576690848882,184.63079538381723,11.717465401417455,normal,0,0,0.0,,-1,
2024-01-01 22:00:00,T01,12.487423421866115,14.64160628266801,1429.2508780890078,1931.5786993705576,64.39137710405974,48.4635728867189,35.20587099743399,28.672163973896566,5.978008773675776,3.600855949478023,4.674742350178426,17.59437521511251,183.71512196738678,12.500976867972641,normal,0,0,0.0,,-1,
